source,level,label,support,proportion_of_assignments
papers_with_code,level2_fine_grained,Missing Labels,50,0.00012219
papers_with_code,level2_fine_grained,Robust Object Detection,50,0.00012219
papers_with_code,level2_fine_grained,Program Repair,50,0.00012219
papers_with_code,level2_fine_grained,Spatio-Temporal Forecasting,50,0.00012219
papers_with_code,level2_fine_grained,Humanitarian,50,0.00012219
papers_with_code,level2_fine_grained,Referring Video Object Segmentation,50,0.00012219
papers_with_code,level2_fine_grained,Linguistic Acceptability,49,0.00011975
papers_with_code,level2_fine_grained,Action Generation,49,0.00011975
papers_with_code,level2_fine_grained,Lip Reading,49,0.00011975
papers_with_code,level2_fine_grained,Riemannian optimization,49,0.00011975
papers_with_code,level2_fine_grained,Action Anticipation,49,0.00011975
papers_with_code,level2_fine_grained,Systematic Literature Review,49,0.00011975
papers_with_code,level2_fine_grained,Chinese Word Segmentation,49,0.00011975
papers_with_code,level2_fine_grained,domain classification,49,0.00011975
papers_with_code,level2_fine_grained,Multi Label Text Classification,49,0.00011975
papers_with_code,level2_fine_grained,Audio Tagging,49,0.00011975
papers_with_code,level2_fine_grained,Graph Anomaly Detection,49,0.00011975
papers_with_code,level2_fine_grained,Vision-Language-Action,49,0.00011975
papers_with_code,level2_fine_grained,Community Question Answering,48,0.00011731
papers_with_code,level2_fine_grained,Indoor Localization,48,0.00011731
papers_with_code,level2_fine_grained,2D Semantic Segmentation,48,0.00011731
papers_with_code,level2_fine_grained,3D Multi-Object Tracking,48,0.00011731
papers_with_code,level2_fine_grained,Avg,48,0.00011731
papers_with_code,level2_fine_grained,Sentence Completion,48,0.00011731
papers_with_code,level2_fine_grained,ECG Classification,48,0.00011731
papers_with_code,level2_fine_grained,Layout Generation,48,0.00011731
papers_with_code,level2_fine_grained,energy management,48,0.00011731
papers_with_code,level2_fine_grained,Irregular Time Series,48,0.00011731
papers_with_code,level2_fine_grained,Speech Representation Learning,47,0.00011486
papers_with_code,level2_fine_grained,Document Layout Analysis,47,0.00011486
papers_with_code,level2_fine_grained,3D Object Classification,47,0.00011486
papers_with_code,level2_fine_grained,Computational chemistry,47,0.00011486
papers_with_code,level2_fine_grained,Graph Property Prediction,47,0.00011486
papers_with_code,level2_fine_grained,MME,47,0.00011486
papers_with_code,level2_fine_grained,Medical Visual Question Answering,47,0.00011486
papers_with_code,level2_fine_grained,Protein Language Model,47,0.00011486
papers_with_code,level2_fine_grained,Pose Transfer,46,0.00011242
papers_with_code,level2_fine_grained,Infrared And Visible Image Fusion,46,0.00011242
papers_with_code,level2_fine_grained,Few-Shot Text Classification,46,0.00011242
papers_with_code,level2_fine_grained,Sleep Staging,46,0.00011242
papers_with_code,level2_fine_grained,Shadow Detection,46,0.00011242
papers_with_code,level2_fine_grained,Surface Normal Estimation,46,0.00011242
papers_with_code,level2_fine_grained,Malware Classification,46,0.00011242
papers_with_code,level2_fine_grained,Line Detection,46,0.00011242
papers_with_code,level2_fine_grained,2D Pose Estimation,46,0.00011242
papers_with_code,level2_fine_grained,Image Harmonization,46,0.00011242
papers_with_code,level2_fine_grained,Pedestrian Trajectory Prediction,46,0.00011242
papers_with_code,level2_fine_grained,Gesture Generation,46,0.00011242
papers_with_code,level2_fine_grained,Tabular Data Generation,46,0.00011242
papers_with_code,level2_fine_grained,Anomaly Localization,46,0.00011242
papers_with_code,level2_fine_grained,token-classification,46,0.00011242
papers_with_code,level2_fine_grained,Token Classification,46,0.00011242
papers_with_code,level2_fine_grained,Music Transcription,45,0.00010997
papers_with_code,level2_fine_grained,Electrocardiography (ECG),45,0.00010997
papers_with_code,level2_fine_grained,Face Identification,45,0.00010997
papers_with_code,level2_fine_grained,Point cloud reconstruction,45,0.00010997
papers_with_code,level2_fine_grained,Nested Named Entity Recognition,45,0.00010997
papers_with_code,level2_fine_grained,Vertical Federated Learning,45,0.00010997
papers_with_code,level2_fine_grained,Term Extraction,44,0.00010753
papers_with_code,level2_fine_grained,Human Pose Forecasting,44,0.00010753
papers_with_code,level2_fine_grained,Blind Super-Resolution,44,0.00010753
papers_with_code,level2_fine_grained,Anomaly Detection In Surveillance Videos,44,0.00010753
papers_with_code,level2_fine_grained,Deep Attention,44,0.00010753
papers_with_code,level2_fine_grained,Graph Sampling,44,0.00010753
papers_with_code,level2_fine_grained,Multi-task Language Understanding,44,0.00010753
papers_with_code,level2_fine_grained,Semantic Communication,44,0.00010753
papers_with_code,level2_fine_grained,Traffic Sign Recognition,43,0.00010509
papers_with_code,level2_fine_grained,Distributional Reinforcement Learning,43,0.00010509
papers_with_code,level2_fine_grained,Type prediction,43,0.00010509
papers_with_code,level2_fine_grained,Text Categorization,43,0.00010509
papers_with_code,level2_fine_grained,Video Alignment,43,0.00010509
papers_with_code,level2_fine_grained,Tone Mapping,43,0.00010509
papers_with_code,level2_fine_grained,Mutual Information Estimation,43,0.00010509
papers_with_code,level2_fine_grained,Medical Report Generation,43,0.00010509
papers_with_code,level2_fine_grained,Fine-Grained Visual Recognition,43,0.00010509
papers_with_code,level2_fine_grained,Keyphrase Generation,43,0.00010509
papers_with_code,level2_fine_grained,Extractive Question-Answering,43,0.00010509
papers_with_code,level2_fine_grained,Patch Matching,42,0.00010264
papers_with_code,level2_fine_grained,Brain Decoding,42,0.00010264
papers_with_code,level2_fine_grained,Cell Tracking,42,0.00010264
papers_with_code,level2_fine_grained,Talking Face Generation,42,0.00010264
papers_with_code,level2_fine_grained,Video Deblurring,42,0.00010264
papers_with_code,level2_fine_grained,3D Classification,42,0.00010264
papers_with_code,level2_fine_grained,Safe Exploration,42,0.00010264
papers_with_code,level2_fine_grained,Stock Market Prediction,42,0.00010264
papers_with_code,level2_fine_grained,Table-to-Text Generation,42,0.00010264
papers_with_code,level2_fine_grained,Graph Question Answering,42,0.00010264
papers_with_code,level2_fine_grained,Acoustic Scene Classification,42,0.00010264
papers_with_code,level2_fine_grained,Audio-Visual Speech Recognition,42,0.00010264
papers_with_code,level2_fine_grained,Object Hallucination,42,0.00010264
papers_with_code,level2_fine_grained,Video Restoration,42,0.00010264
papers_with_code,level2_fine_grained,Few-shot NER,42,0.00010264
papers_with_code,level2_fine_grained,Unsupervised Monocular Depth Estimation,41,0.0001002
papers_with_code,level2_fine_grained,Hard Attention,41,0.0001002
papers_with_code,level2_fine_grained,Text Augmentation,41,0.0001002
papers_with_code,level2_fine_grained,Weakly-supervised Temporal Action Localization,41,0.0001002
papers_with_code,level2_fine_grained,Medical Image Generation,41,0.0001002
papers_with_code,level2_fine_grained,Multilingual NLP,41,0.0001002
papers_with_code,level2_fine_grained,multimodal interaction,41,0.0001002
papers_with_code,level2_fine_grained,3D Shape Representation,41,0.0001002
papers_with_code,level2_fine_grained,Skin Lesion Classification,41,0.0001002
papers_with_code,level2_fine_grained,Transductive Learning,41,0.0001002
papers_with_code,level2_fine_grained,Speech-to-Speech Translation,41,0.0001002
papers_with_code,level2_fine_grained,Small Language Model,41,0.0001002
papers_with_code,level2_fine_grained,Hand-Gesture Recognition,40,9.775e-05
papers_with_code,level2_fine_grained,Cardiac Segmentation,40,9.775e-05
papers_with_code,level2_fine_grained,Image Forensics,40,9.775e-05
papers_with_code,level2_fine_grained,High-Level Synthesis,40,9.775e-05
papers_with_code,level2_fine_grained,Highlight Detection,40,9.775e-05
papers_with_code,level2_fine_grained,HTR,40,9.775e-05
papers_with_code,level2_fine_grained,Breast Cancer Detection,40,9.775e-05
papers_with_code,level2_fine_grained,Color Constancy,40,9.775e-05
papers_with_code,level2_fine_grained,General Reinforcement Learning,40,9.775e-05
papers_with_code,level2_fine_grained,Sketch-Based Image Retrieval,40,9.775e-05
papers_with_code,level2_fine_grained,Video Denoising,40,9.775e-05
papers_with_code,level2_fine_grained,Product Recommendation,40,9.775e-05
papers_with_code,level2_fine_grained,Zero-Shot Action Recognition,40,9.775e-05
papers_with_code,level2_fine_grained,Graph Reconstruction,40,9.775e-05
papers_with_code,level2_fine_grained,Fine-Grained Image Recognition,39,9.531e-05
papers_with_code,level2_fine_grained,Zero-Shot Object Detection,39,9.531e-05
papers_with_code,level2_fine_grained,Seizure Detection,39,9.531e-05
papers_with_code,level2_fine_grained,Text Segmentation,39,9.531e-05
papers_with_code,level2_fine_grained,Dense Video Captioning,39,9.531e-05
papers_with_code,level2_fine_grained,Sound Source Localization,39,9.531e-05
papers_with_code,level2_fine_grained,Image Cropping,39,9.531e-05
papers_with_code,level2_fine_grained,Photoplethysmography (PPG),39,9.531e-05
papers_with_code,level2_fine_grained,3D Object Tracking,39,9.531e-05
papers_with_code,level2_fine_grained,software testing,39,9.531e-05
papers_with_code,level2_fine_grained,Source Code Summarization,39,9.531e-05
papers_with_code,level2_fine_grained,Key Information Extraction,39,9.531e-05
papers_with_code,level2_fine_grained,Novel Class Discovery,39,9.531e-05
papers_with_code,level2_fine_grained,3D visual grounding,39,9.531e-05
papers_with_code,level2_fine_grained,Exemplar-Free,39,9.531e-05
papers_with_code,level2_fine_grained,Spam detection,38,9.287e-05
papers_with_code,level2_fine_grained,Reflection Removal,38,9.287e-05
papers_with_code,level2_fine_grained,Morphological Inflection,38,9.287e-05
papers_with_code,level2_fine_grained,3D Action Recognition,38,9.287e-05
papers_with_code,level2_fine_grained,CoLA,38,9.287e-05
papers_with_code,level2_fine_grained,Chinese Named Entity Recognition,38,9.287e-05
papers_with_code,level2_fine_grained,text annotation,38,9.287e-05
papers_with_code,level2_fine_grained,Sequential Image Classification,38,9.287e-05
papers_with_code,level2_fine_grained,Steganalysis,38,9.287e-05
papers_with_code,level2_fine_grained,Word Translation,38,9.287e-05
papers_with_code,level2_fine_grained,Vision-Language Navigation,38,9.287e-05
papers_with_code,level2_fine_grained,Multimodal Machine Translation,38,9.287e-05
papers_with_code,level2_fine_grained,Video-Based Person Re-Identification,38,9.287e-05
papers_with_code,level2_fine_grained,Multi-Agent Path Finding,38,9.287e-05
papers_with_code,level2_fine_grained,Molecular Docking,38,9.287e-05
papers_with_code,level2_fine_grained,Multiobjective Optimization,38,9.287e-05
papers_with_code,level2_fine_grained,Image to Video Generation,38,9.287e-05
papers_with_code,level2_fine_grained,Camouflaged Object Segmentation,38,9.287e-05
papers_with_code,level2_fine_grained,Depression Detection,38,9.287e-05
papers_with_code,level2_fine_grained,News Summarization,38,9.287e-05
papers_with_code,level2_fine_grained,Partial Label Learning,38,9.287e-05
papers_with_code,level2_fine_grained,UIE,38,9.287e-05
papers_with_code,level2_fine_grained,Explainable Recommendation,37,9.042e-05
papers_with_code,level2_fine_grained,Visual Storytelling,37,9.042e-05
papers_with_code,level2_fine_grained,Headline Generation,37,9.042e-05
papers_with_code,level2_fine_grained,Semi-supervised Anomaly Detection,37,9.042e-05
papers_with_code,level2_fine_grained,RTE,37,9.042e-05
papers_with_code,level2_fine_grained,Image Manipulation Detection,37,9.042e-05
papers_with_code,level2_fine_grained,Keypoint Estimation,37,9.042e-05
papers_with_code,level2_fine_grained,Vector Graphics,37,9.042e-05
papers_with_code,level2_fine_grained,Transparent objects,37,9.042e-05
papers_with_code,level2_fine_grained,Image-to-Text Retrieval,37,9.042e-05
papers_with_code,level2_fine_grained,Data-free Knowledge Distillation,37,9.042e-05
papers_with_code,level2_fine_grained,Remote Sensing Image Classification,37,9.042e-05
papers_with_code,level2_fine_grained,Text Clustering,37,9.042e-05
papers_with_code,level2_fine_grained,Multiple Choice Question Answering (MCQA),37,9.042e-05
papers_with_code,level2_fine_grained,Unconditional Image Generation,37,9.042e-05
papers_with_code,level2_fine_grained,cross-domain few-shot learning,37,9.042e-05
papers_with_code,level2_fine_grained,Token Reduction,37,9.042e-05
papers_with_code,level2_fine_grained,TruthfulQA,37,9.042e-05
papers_with_code,level2_fine_grained,Visual Prompt Tuning,37,9.042e-05
papers_with_code,level2_fine_grained,Voice Cloning,36,8.798e-05
papers_with_code,level2_fine_grained,Time Series Generation,36,8.798e-05
papers_with_code,level2_fine_grained,Animal Pose Estimation,36,8.798e-05
papers_with_code,level2_fine_grained,Econometrics,36,8.798e-05
papers_with_code,level2_fine_grained,Sentence Retrieval,36,8.798e-05
papers_with_code,level2_fine_grained,Spectral Reconstruction,36,8.798e-05
papers_with_code,level2_fine_grained,Stereo Matching Hand,36,8.798e-05
papers_with_code,level2_fine_grained,point cloud upsampling,36,8.798e-05
papers_with_code,level2_fine_grained,MORPH,36,8.798e-05
papers_with_code,level2_fine_grained,Lipreading,36,8.798e-05
papers_with_code,level2_fine_grained,text-based games,36,8.798e-05
papers_with_code,level2_fine_grained,Probabilistic Time Series Forecasting,36,8.798e-05
papers_with_code,level2_fine_grained,Action Quality Assessment,36,8.798e-05
papers_with_code,level2_fine_grained,Multi-View 3D Reconstruction,36,8.798e-05
papers_with_code,level2_fine_grained,Opinion Summarization,36,8.798e-05
papers_with_code,level2_fine_grained,Self-Knowledge Distillation,36,8.798e-05
papers_with_code,level2_fine_grained,Pansharpening,36,8.798e-05
papers_with_code,level2_fine_grained,Time Series Clustering,35,8.554e-05
papers_with_code,level2_fine_grained,Dialogue Understanding,35,8.554e-05
papers_with_code,level2_fine_grained,Conversational Response Selection,35,8.554e-05
papers_with_code,level2_fine_grained,TAR,35,8.554e-05
papers_with_code,level2_fine_grained,Weakly Supervised Action Localization,35,8.554e-05
papers_with_code,level2_fine_grained,3D Medical Imaging Segmentation,35,8.554e-05
papers_with_code,level2_fine_grained,Sociology,35,8.554e-05
papers_with_code,level2_fine_grained,Pedestrian Attribute Recognition,35,8.554e-05
papers_with_code,level2_fine_grained,Person Retrieval,35,8.554e-05
papers_with_code,level2_fine_grained,Visual Relationship Detection,35,8.554e-05
papers_with_code,level2_fine_grained,Self-Supervised Action Recognition,35,8.554e-05
papers_with_code,level2_fine_grained,Music Recommendation,35,8.554e-05
papers_with_code,level2_fine_grained,Job Shop Scheduling,35,8.554e-05
papers_with_code,level2_fine_grained,Passage Ranking,35,8.554e-05
papers_with_code,level2_fine_grained,Sound Event Localization and Detection,35,8.554e-05
papers_with_code,level2_fine_grained,Dataset Condensation,35,8.554e-05
papers_with_code,level2_fine_grained,Audio Deepfake Detection,35,8.554e-05
papers_with_code,level2_fine_grained,Data Summarization,34,8.309e-05
papers_with_code,level2_fine_grained,Video Description,34,8.309e-05
papers_with_code,level2_fine_grained,Road Segmentation,34,8.309e-05
papers_with_code,level2_fine_grained,Aspect Extraction,34,8.309e-05
papers_with_code,level2_fine_grained,Probabilistic Deep Learning,34,8.309e-05
papers_with_code,level2_fine_grained,Content-Based Image Retrieval,34,8.309e-05
papers_with_code,level2_fine_grained,Extractive Text Summarization,34,8.309e-05
papers_with_code,level2_fine_grained,3D Multi-Person Pose Estimation,34,8.309e-05
papers_with_code,level2_fine_grained,Time Series Regression,34,8.309e-05
papers_with_code,level2_fine_grained,Demand Forecasting,34,8.309e-05
papers_with_code,level2_fine_grained,Action Understanding,34,8.309e-05
papers_with_code,level2_fine_grained,Equation Discovery,34,8.309e-05
papers_with_code,level2_fine_grained,Event Argument Extraction,34,8.309e-05
papers_with_code,level2_fine_grained,Continual Pretraining,34,8.309e-05
papers_with_code,level2_fine_grained,text-guided-image-editing,34,8.309e-05
papers_with_code,level2_fine_grained,Visual Commonsense Reasoning,33,8.065e-05
papers_with_code,level2_fine_grained,Unsupervised Machine Translation,33,8.065e-05
papers_with_code,level2_fine_grained,C++ code,33,8.065e-05
papers_with_code,level2_fine_grained,Image Stitching,33,8.065e-05
papers_with_code,level2_fine_grained,Activity Prediction,33,8.065e-05
papers_with_code,level2_fine_grained,Temporal Action Segmentation,33,8.065e-05
papers_with_code,level2_fine_grained,Dialect Identification,33,8.065e-05
papers_with_code,level2_fine_grained,3D human pose and shape estimation,33,8.065e-05
papers_with_code,level2_fine_grained,Model Discovery,33,8.065e-05
papers_with_code,level2_fine_grained,Bilingual Lexicon Induction,33,8.065e-05
papers_with_code,level2_fine_grained,Visual Entailment,33,8.065e-05
papers_with_code,level2_fine_grained,News Classification,33,8.065e-05
papers_with_code,level2_fine_grained,Nutrition,33,8.065e-05
papers_with_code,level2_fine_grained,Zero-Shot Video Retrieval,33,8.065e-05
papers_with_code,level2_fine_grained,Multimodal Recommendation,33,8.065e-05
papers_with_code,level2_fine_grained,AudioCaps,33,8.065e-05
papers_with_code,level2_fine_grained,Color Image Denoising,32,7.82e-05
papers_with_code,level2_fine_grained,Gender Classification,32,7.82e-05
papers_with_code,level2_fine_grained,3D Object Recognition,32,7.82e-05
papers_with_code,level2_fine_grained,Texture Classification,32,7.82e-05
papers_with_code,level2_fine_grained,Artificial Life,32,7.82e-05
papers_with_code,level2_fine_grained,Dense Captioning,32,7.82e-05
papers_with_code,level2_fine_grained,L2 Regularization,32,7.82e-05
papers_with_code,level2_fine_grained,Sokoban,32,7.82e-05
papers_with_code,level2_fine_grained,Image Relighting,32,7.82e-05
papers_with_code,level2_fine_grained,Abuse Detection,32,7.82e-05
papers_with_code,level2_fine_grained,Speech Denoising,32,7.82e-05
papers_with_code,level2_fine_grained,de-en,32,7.82e-05
papers_with_code,level2_fine_grained,3D Semantic Scene Completion,32,7.82e-05
papers_with_code,level2_fine_grained,Temporal Relation Extraction,32,7.82e-05
papers_with_code,level2_fine_grained,Conditional Text Generation,32,7.82e-05
papers_with_code,level2_fine_grained,Surface Normals Estimation,32,7.82e-05
papers_with_code,level2_fine_grained,Keyword Extraction,32,7.82e-05
papers_with_code,level2_fine_grained,Anomaly Classification,32,7.82e-05
papers_with_code,level2_fine_grained,Long Form Question Answering,32,7.82e-05
papers_with_code,level2_fine_grained,MedQA,32,7.82e-05
papers_with_code,level2_fine_grained,Fine-Grained Visual Categorization,31,7.576e-05
papers_with_code,level2_fine_grained,Formation Energy,31,7.576e-05
papers_with_code,level2_fine_grained,Extreme Multi-Label Classification,31,7.576e-05
papers_with_code,level2_fine_grained,Montezuma's Revenge,31,7.576e-05
papers_with_code,level2_fine_grained,Density Ratio Estimation,31,7.576e-05
papers_with_code,level2_fine_grained,Compositional Zero-Shot Learning,31,7.576e-05
papers_with_code,level2_fine_grained,Authorship Verification,31,7.576e-05
papers_with_code,level2_fine_grained,Image Steganography,31,7.576e-05
papers_with_code,level2_fine_grained,Loop Closure Detection,31,7.576e-05
papers_with_code,level2_fine_grained,Traffic Classification,31,7.576e-05
papers_with_code,level2_fine_grained,nlg evaluation,31,7.576e-05
papers_with_code,level2_fine_grained,Open-Domain Dialog,31,7.576e-05
papers_with_code,level2_fine_grained,dialog state tracking,31,7.576e-05
papers_with_code,level2_fine_grained,Sports Analytics,31,7.576e-05
papers_with_code,level2_fine_grained,Protein Function Prediction,31,7.576e-05
papers_with_code,level2_fine_grained,Bug fixing,31,7.576e-05
papers_with_code,level2_fine_grained,Few Shot Action Recognition,31,7.576e-05
papers_with_code,level2_fine_grained,Universal Domain Adaptation,31,7.576e-05
papers_with_code,level2_fine_grained,Language Model Evaluation,31,7.576e-05
papers_with_code,level2_fine_grained,Personalized Image Generation,31,7.576e-05
papers_with_code,level2_fine_grained,Stock Price Prediction,30,7.332e-05
papers_with_code,level2_fine_grained,Event Coreference Resolution,30,7.332e-05
papers_with_code,level2_fine_grained,3D Shape Classification,30,7.332e-05
papers_with_code,level2_fine_grained,Citation Recommendation,30,7.332e-05
papers_with_code,level2_fine_grained,Relationship Detection,30,7.332e-05
papers_with_code,level2_fine_grained,Arrhythmia Detection,30,7.332e-05
papers_with_code,level2_fine_grained,Auxiliary Learning,30,7.332e-05
papers_with_code,level2_fine_grained,Unsupervised Image Classification,30,7.332e-05
papers_with_code,level2_fine_grained,Image Stylization,30,7.332e-05
papers_with_code,level2_fine_grained,Legal Reasoning,30,7.332e-05
papers_with_code,level2_fine_grained,Text based Person Retrieval,30,7.332e-05
papers_with_code,level2_fine_grained,Knowledge Base Population,30,7.332e-05
papers_with_code,level2_fine_grained,Privacy Preserving Deep Learning,30,7.332e-05
papers_with_code,level2_fine_grained,Active Speaker Detection,30,7.332e-05
papers_with_code,level2_fine_grained,Meme Classification,30,7.332e-05
papers_with_code,level2_fine_grained,Open World Object Detection,30,7.332e-05
papers_with_code,level2_fine_grained,Multi-domain Dialogue State Tracking,29,7.087e-05
papers_with_code,level2_fine_grained,Multivariate Time Series Imputation,29,7.087e-05
papers_with_code,level2_fine_grained,Unsupervised Reinforcement Learning,29,7.087e-05
papers_with_code,level2_fine_grained,Miscellaneous,29,7.087e-05
papers_with_code,level2_fine_grained,Hyperspectral Unmixing,29,7.087e-05
papers_with_code,level2_fine_grained,Graph-to-Sequence,29,7.087e-05
papers_with_code,level2_fine_grained,Cross-Lingual Word Embeddings,29,7.087e-05
papers_with_code,level2_fine_grained,Online Multi-Object Tracking,29,7.087e-05
papers_with_code,level2_fine_grained,Blind Face Restoration,29,7.087e-05
papers_with_code,level2_fine_grained,4D reconstruction,29,7.087e-05
papers_with_code,level2_fine_grained,Node Classification on Non-Homophilic (Heterophilic) Graphs,29,7.087e-05
papers_with_code,level2_fine_grained,Constrained Clustering,29,7.087e-05
papers_with_code,level2_fine_grained,Cloud Removal,29,7.087e-05
papers_with_code,level2_fine_grained,Few-Shot 3D Point Cloud Classification,29,7.087e-05
papers_with_code,level2_fine_grained,Plant Phenotyping,29,7.087e-05
papers_with_code,level2_fine_grained,Volumetric Medical Image Segmentation,29,7.087e-05
papers_with_code,level2_fine_grained,Medical Object Detection,29,7.087e-05
papers_with_code,level2_fine_grained,Mathematical Proofs,29,7.087e-05
papers_with_code,level2_fine_grained,Natural Language Visual Grounding,29,7.087e-05
papers_with_code,level2_fine_grained,Movie Recommendation,29,7.087e-05
papers_with_code,level2_fine_grained,Stock Prediction,29,7.087e-05
papers_with_code,level2_fine_grained,ERP,29,7.087e-05
papers_with_code,level2_fine_grained,Band Gap,29,7.087e-05
papers_with_code,level2_fine_grained,Zero-Shot Semantic Segmentation,29,7.087e-05
papers_with_code,level2_fine_grained,tabular-classification,29,7.087e-05
papers_with_code,level2_fine_grained,Empathetic Response Generation,29,7.087e-05
papers_with_code,level2_fine_grained,severity prediction,29,7.087e-05
papers_with_code,level2_fine_grained,Aspect Sentiment Triplet Extraction,29,7.087e-05
papers_with_code,level2_fine_grained,Text-based Image Editing,29,7.087e-05
papers_with_code,level2_fine_grained,Hallucination Evaluation,29,7.087e-05
papers_with_code,level2_fine_grained,Liver Segmentation,28,6.843e-05
papers_with_code,level2_fine_grained,Molecular Graph Generation,28,6.843e-05
papers_with_code,level2_fine_grained,Video Stabilization,28,6.843e-05
papers_with_code,level2_fine_grained,Cloze Test,28,6.843e-05
papers_with_code,level2_fine_grained,Handwritten Digit Recognition,28,6.843e-05
papers_with_code,level2_fine_grained,Univariate Time Series Forecasting,28,6.843e-05
papers_with_code,level2_fine_grained,Intrinsic Image Decomposition,28,6.843e-05
papers_with_code,level2_fine_grained,Feature Compression,28,6.843e-05
papers_with_code,level2_fine_grained,Entity Retrieval,28,6.843e-05
papers_with_code,level2_fine_grained,Low-Resource Neural Machine Translation,28,6.843e-05
papers_with_code,level2_fine_grained,Persuasiveness,28,6.843e-05
papers_with_code,level2_fine_grained,Model Poisoning,28,6.843e-05
papers_with_code,level2_fine_grained,Face Reenactment,28,6.843e-05
papers_with_code,level2_fine_grained,Surgical phase recognition,28,6.843e-05
papers_with_code,level2_fine_grained,Cloud Detection,28,6.843e-05
papers_with_code,level2_fine_grained,Zero-Shot Text Classification,28,6.843e-05
papers_with_code,level2_fine_grained,Singing Voice Synthesis,28,6.843e-05
papers_with_code,level2_fine_grained,Foreground Segmentation,27,6.598e-05
papers_with_code,level2_fine_grained,Text Normalization,27,6.598e-05
papers_with_code,level2_fine_grained,6D Pose Estimation using RGBD,27,6.598e-05
papers_with_code,level2_fine_grained,License Plate Recognition,27,6.598e-05
papers_with_code,level2_fine_grained,Automated Essay Scoring,27,6.598e-05
papers_with_code,level2_fine_grained,Chart Understanding,27,6.598e-05
papers_with_code,level2_fine_grained,Ad-Hoc Information Retrieval,27,6.598e-05
papers_with_code,level2_fine_grained,Knowledge Base Construction,27,6.598e-05
papers_with_code,level2_fine_grained,channel selection,27,6.598e-05
papers_with_code,level2_fine_grained,Low-Rank Matrix Completion,27,6.598e-05
papers_with_code,level2_fine_grained,Edge Classification,27,6.598e-05
papers_with_code,level2_fine_grained,Cross-Lingual NER,27,6.598e-05
papers_with_code,level2_fine_grained,Malware Analysis,27,6.598e-05
papers_with_code,level2_fine_grained,Story Visualization,27,6.598e-05
papers_with_code,level2_fine_grained,Heart rate estimation,27,6.598e-05
papers_with_code,level2_fine_grained,Semantic Retrieval,27,6.598e-05
papers_with_code,level2_fine_grained,TextVQA,27,6.598e-05
papers_with_code,level2_fine_grained,Table Recognition,27,6.598e-05
papers_with_code,level2_fine_grained,Few-Shot action recognition,27,6.598e-05
papers_with_code,level2_fine_grained,Clone Detection,27,6.598e-05
papers_with_code,level2_fine_grained,Image Defocus Deblurring,27,6.598e-05
papers_with_code,level2_fine_grained,Adversarial Purification,27,6.598e-05
papers_with_code,level2_fine_grained,3D-Aware Image Synthesis,27,6.598e-05
papers_with_code,level2_fine_grained,X-ray Classification,27,6.598e-05
papers_with_code,level2_fine_grained,Facial Emotion Recognition,27,6.598e-05
papers_with_code,level2_fine_grained,Efficient ViTs,27,6.598e-05
papers_with_code,level2_fine_grained,PICO,26,6.354e-05
papers_with_code,level2_fine_grained,Environmental Sound Classification,26,6.354e-05
papers_with_code,level2_fine_grained,Normalising Flows,26,6.354e-05
papers_with_code,level2_fine_grained,Morphological Tagging,26,6.354e-05
papers_with_code,level2_fine_grained,Referring expression generation,26,6.354e-05
papers_with_code,level2_fine_grained,Online Clustering,26,6.354e-05
papers_with_code,level2_fine_grained,Playing the Game of 2048,26,6.354e-05
papers_with_code,level2_fine_grained,Multi-Source Unsupervised Domain Adaptation,26,6.354e-05
papers_with_code,level2_fine_grained,Dichotomous Image Segmentation,26,6.354e-05
papers_with_code,level2_fine_grained,Unsupervised Image Segmentation,26,6.354e-05
papers_with_code,level2_fine_grained,Electromyography (EMG),26,6.354e-05
papers_with_code,level2_fine_grained,Geometric Matching,26,6.354e-05
papers_with_code,level2_fine_grained,Phoneme Recognition,26,6.354e-05
papers_with_code,level2_fine_grained,Instrument Recognition,26,6.354e-05
papers_with_code,level2_fine_grained,Single Particle Analysis,26,6.354e-05
papers_with_code,level2_fine_grained,One-shot visual object segmentation,26,6.354e-05
papers_with_code,level2_fine_grained,Alzheimer's Disease Detection,26,6.354e-05
papers_with_code,level2_fine_grained,Hyperspectral Image Super-Resolution,26,6.354e-05
papers_with_code,level2_fine_grained,Single-Source Domain Generalization,26,6.354e-05
papers_with_code,level2_fine_grained,ISAC,26,6.354e-05
papers_with_code,level2_fine_grained,SST-2,26,6.354e-05
papers_with_code,level2_fine_grained,Robust Speech Recognition,25,6.11e-05
papers_with_code,level2_fine_grained,Object Categorization,25,6.11e-05
papers_with_code,level2_fine_grained,Predictive Process Monitoring,25,6.11e-05
papers_with_code,level2_fine_grained,Stance Classification,25,6.11e-05
papers_with_code,level2_fine_grained,One-class classifier,25,6.11e-05
papers_with_code,level2_fine_grained,Hyperspectral Image Denoising,25,6.11e-05
papers_with_code,level2_fine_grained,Dialogue Management,25,6.11e-05
papers_with_code,level2_fine_grained,Chart Question Answering,25,6.11e-05
papers_with_code,level2_fine_grained,Music Genre Classification,25,6.11e-05
papers_with_code,level2_fine_grained,Document Image Classification,25,6.11e-05
papers_with_code,level2_fine_grained,Underwater Image Restoration,25,6.11e-05
papers_with_code,level2_fine_grained,Weakly Supervised Classification,25,6.11e-05
papers_with_code,level2_fine_grained,User Simulation,25,6.11e-05
papers_with_code,level2_fine_grained,Automatic Post-Editing,25,6.11e-05
papers_with_code,level2_fine_grained,Multispectral Object Detection,25,6.11e-05
papers_with_code,level2_fine_grained,Font Generation,25,6.11e-05
